review_id,business_id,user_id,user_name,rating,text,time_created,url,sentiment
ZRoPFsTgVQDcnnJLMuBQ1g,Sjyry-L-McKP5FMn_s07uA,UUMJrZazQ92wmx2LE1uQdg,Ginny R.,5,My car hasn't looked this good since it rolled off the showroom floor in 2019 . The car is spotless inside and out.  They got the latex paint overspray off...,2024-05-09 12:34:02,https://www.yelp.com/biz/a-and-a-diamond-shine-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=ZRoPFsTgVQDcnnJLMuBQ1g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
88VMTaP27Ryiah0zv3zRYg,Sjyry-L-McKP5FMn_s07uA,xvuqHk7EDRJXxMCxDLTRIQ,Mariann D.,5,"A&A Diamond Shine, Jonathan, did a great job on my husbands work car.  Honestly, it looks brand new, he removed most of the marks on the seats, cleaned the...",2024-10-29 08:28:29,https://www.yelp.com/biz/a-and-a-diamond-shine-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=88VMTaP27Ryiah0zv3zRYg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
lg46rToafr6mt1zxeG0VIg,Sjyry-L-McKP5FMn_s07uA,3aiQizHX5Z8WCH4ZlJ_q0A,John R.,5,"On Time, Respectful, Thorough, Made My Car Look Like It Just Came Off the Car Lot, even BETTER!",2024-03-28 17:40:03,https://www.yelp.com/biz/a-and-a-diamond-shine-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=lg46rToafr6mt1zxeG0VIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
OIKPUElxHqVAq4M-bD71jw,Sjyry-L-McKP5FMn_s07uA,uHRliSLjm5mmpL6E88eX3g,Karen H.,5,I have to say I rarely write reviews but these guys are worth it. They showed up at my home with their equipment and brought back to life a very dirty...,2024-08-16 17:12:14,https://www.yelp.com/biz/a-and-a-diamond-shine-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=OIKPUElxHqVAq4M-bD71jw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
QdFUyiVD4crAhBGRzuV6Aw,35JXgYgGLmtHXq5lXhHHyw,Hw9-1neH2NYE4LurFt5mAg,Marie S.,5,"I had requested Jacksonville Mobile Auto Detailing to clean my 2013 Chevy Impala. This car was just a mess, and short of vacuuming, cleaning the windows,...",2023-01-23 11:58:16,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=QdFUyiVD4crAhBGRzuV6Aw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
OZGy-YizJdhwTWI-9D26ZQ,35JXgYgGLmtHXq5lXhHHyw,hPbTaKeflxCvEgcLOln-PA,Jen C.,5,Awesome job! My husband had been thinking about getting a new car but instead decided to get his detailed for the first time in five years. Price was great...,2020-05-07 10:14:20,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=OZGy-YizJdhwTWI-9D26ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
Jf5XujczIZx8ba3AuRLQXg,35JXgYgGLmtHXq5lXhHHyw,JuUumI-oRdNeATufkNinQg,Teresa W.,5,I reached out to Mark last week and he was able to come to my home and do a full detail on my car in less than 48 hours after we spoke. They did a nice job...,2020-09-23 16:00:30,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=Jf5XujczIZx8ba3AuRLQXg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
HqCyNngyuNowGrGxKUqHIw,35JXgYgGLmtHXq5lXhHHyw,gZTSlExfmGFjpwsCjIanRw,Ariel H.,5,"I have had my car for 8 years and never had it detailed. While I wish I would have gotten around to doing it much sooner, Mark swooped in and blew away any...",2020-03-03 11:26:18,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=HqCyNngyuNowGrGxKUqHIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
VSfjh6crn-yP4hVh-5WXEw,35JXgYgGLmtHXq5lXhHHyw,dPIf3j9-DET2TZAHZfD9jA,Marty B.,5,"I have had my truck for 7 years and have put it through it all. But this last deployment took a toll on it, while sitting for the past 7 months. I reached...",2020-08-14 15:21:30,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=VSfjh6crn-yP4hVh-5WXEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
7q5wbsHVFtUCdhx_zAYTNQ,35JXgYgGLmtHXq5lXhHHyw,M_LrX_WUd7q1J858cE9dMQ,Michelle S.,5,Kudos to Mark for doing such a great job detailing my 13 year old Ford pickup.  He made it look new again and removed a good bit of dog hair from the...,2020-03-02 15:49:59,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=7q5wbsHVFtUCdhx_zAYTNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
P2vR3VgTQvfWYzw24ourcA,35JXgYgGLmtHXq5lXhHHyw,_pGq0dBu-cf45sbdYJB3KA,Cristina V.,5,"First off, I have never had my Mazda CX-5 detailed and the interior needed it badly. I gave it a go myself but I think I made it worse, lol. Mark offered an...",2019-08-28 10:39:11,https://www.yelp.com/biz/jacksonville-mobile-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=P2vR3VgTQvfWYzw24ourcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
mECdrkWvhCRI_MdWFYOuFg,wJ2Y-l6_q0DQY7jmmbpBYA,Sja4Xv48rIufcbVRpyNYMg,Loreen O.,5,"Christopher was excellent! He detailed my car and made it look better than new! He takes pride in his work, goes above and beyond and is a great...",2025-02-23 17:57:08,https://www.yelp.com/biz/topdawg-pressure-washing-and-auto-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=mECdrkWvhCRI_MdWFYOuFg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
xeq38MA8VS9FAPqQ_vaZ6g,Mko3ERr9_vf7wlh8q9lDGQ,kADZkH4sp0uNmQW_qCh1JQ,Michael P.,5,I turned my 2005 Mini over to Gustavo and his team for a paint correction. Lets just say they had their work cut out for them after I spray painted and...,2025-08-26 06:58:31,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=xeq38MA8VS9FAPqQ_vaZ6g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
cLgmBffqoN5t1wk0IVhtUg,Mko3ERr9_vf7wlh8q9lDGQ,iIYl3LJR2IF_Bwdw-NQVKw,Michael Scott T.,5,"3G,s is now my ""Go 2"" detail guys !
They worked on my 2014 RAV4 the entire day with outstanding results....!
      My expectations were minimal, however...",2024-11-21 05:34:18,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=cLgmBffqoN5t1wk0IVhtUg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
TSINdxLdBSLjm-keU_sLqA,Mko3ERr9_vf7wlh8q9lDGQ,qv-icQP95MYgKzT8LNKcGg,Jami S.,5,"Jesus and his team did a wonderful job on my jeep Wagoneer. Honest, friendly and top notch work! Thank you",2025-01-15 17:07:30,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=TSINdxLdBSLjm-keU_sLqA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
rVE8VRM5RWGnJj-aokXNGg,Mko3ERr9_vf7wlh8q9lDGQ,Sj-qbIckZaV9Tfc5eKD9DA,Tori G.,5,"10/13/2024: Update 
I continue to go to 3G Auto. I got a new vehicle in 2022. On the advice of the owner at 3G, I declined the paint film the dealership...",2024-10-13 10:44:53,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=rVE8VRM5RWGnJj-aokXNGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
5Sw_fKixvJgAALmtiWU5WQ,Mko3ERr9_vf7wlh8q9lDGQ,sWuehBXK747dCv_PAJJTFw,Robin W.,5,I wanted my SUV interior and exterior detailed cleaned. The pricing and service options were clearly explained and my vehicle has never shined so nicely....,2024-12-09 14:10:33,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=5Sw_fKixvJgAALmtiWU5WQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
b5AHPnPtbQvXixlRIi6PWw,Mko3ERr9_vf7wlh8q9lDGQ,dY_dSNEOwbXQnv-UCiik-A,S B.,5,"3G's Auto Detailing did a fantastic job! Car looks brand new.....

My car was parked under a palm tree and lots of seeds dropped on it.  Drive through car...",2024-07-18 09:37:52,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=b5AHPnPtbQvXixlRIi6PWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
a91iUYNM8gPLt7JDM6RZNQ,Mko3ERr9_vf7wlh8q9lDGQ,Z9f77WYpjo25eOW12GCTGg,Donna P.,5,"An awesome job completed by professionals! Gustavo knew what we needed, made suggestions, and quoted a price that worked for us. Our vehicles, a 2015 Ford...",2024-10-27 05:54:58,https://www.yelp.com/biz/3gs-auto-detailing-center-saint-augustine-beach-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=a91iUYNM8gPLt7JDM6RZNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
pwWpGgGh4_JHtmT0edSeuQ,PUpFwd_HXOJc_YNP7P1arQ,HyfN-84ziUwe4qKXjPMYyw,Sandy B.,5,I have not utilized his services but he was very helpful with my needs and referred me to someone who can help,2023-12-13 05:10:33,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=pwWpGgGh4_JHtmT0edSeuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
mcSZ_WKUctdk9crHeTZzcw,PUpFwd_HXOJc_YNP7P1arQ,0c2RIZAuWDzu0zzb0t9I5Q,Chuck M.,5,YmTaylor Mobile detail is a locally owned and operated business. Taylor comes to your home or business in his well equipped van Do fully detail your car...,2023-09-29 13:40:32,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=mcSZ_WKUctdk9crHeTZzcw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
pnsUge3hA8qqoNKNeBgI7A,PUpFwd_HXOJc_YNP7P1arQ,82809nyiKUI1r-EtYOTvBQ,Sara B.,5,"I found Taylor's business here on Yelp. Though he did not have many reviews, he was the first person to get in touch with me in about a 10 min wait time...",2019-06-16 19:57:03,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=pnsUge3hA8qqoNKNeBgI7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
5N4nUqpTSB8Wktu6qAgUQQ,PUpFwd_HXOJc_YNP7P1arQ,P_dMbuyyK2xAuYFdave75w,Michael S.,5,"After traveling from the DC area to Jacksonville my vehicle was in desperate need of a deep clean. After reaching out to a couple detailers, Taylor was...",2021-02-05 09:28:28,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=5N4nUqpTSB8Wktu6qAgUQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
Vf9fVwPOmil0YCUOfoVhIQ,PUpFwd_HXOJc_YNP7P1arQ,wUlDEdQHB8n_usCST4-MFQ,Greg C.,4,Excellent service. Taylor is a very nice guy who is prompt and works hard. Highly recommended.,2021-03-22 07:44:13,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=Vf9fVwPOmil0YCUOfoVhIQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
7l_NmUk4au7agFOJ-ET6dg,PUpFwd_HXOJc_YNP7P1arQ,DQq3JbvooJalvcxYBFa4BQ,Royal H.,5,"If you want it done right the first time, Taylor Mobile Detail is who you should call. He has the right equipment to do any job. He did a fantastic job on...",2018-09-30 00:45:01,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=7l_NmUk4au7agFOJ-ET6dg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
3-cNvJO2WrK3FpHeNx8wIw,PUpFwd_HXOJc_YNP7P1arQ,plC5pgzGn0_XJfyRV2sWmQ,Patricia E.,5,Taylor was wonderful! Great response and details on what was needed get the water spots off my car after the neighbors sprinkler my it. There were orange...,2019-09-26 07:14:23,https://www.yelp.com/biz/taylor-mobile-detail-jacksonville-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=3-cNvJO2WrK3FpHeNx8wIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
rEhurpT7K_OAEGp2XhUyoA,zeodQvtkjhlCi3yrRiCZYg,eKssoc5gn08s9mZ8EE6XvQ,Christopher P.,5,These guys were amazing did a fantastic job on my 2008 Mustang! Very professional and hard working l. Already recommend them to all my neighbors. Will...,2025-09-11 04:43:54,https://www.yelp.com/biz/taiyo-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=rEhurpT7K_OAEGp2XhUyoA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
6BJP2G0L8fLw7mVQ12Nsyw,-l56aHWBmhdnKnptckvqIQ,BhkC8lbqGDqTws1QFsvqUg,Cheryl B.,5,We hired Kyle with Jax Mobile detailing for paint correction/scratches on our 2022 Sante Fe. The red color of the car shows scratches more than any car we...,2024-08-15 10:07:42,https://www.yelp.com/biz/jax-mobile-detailing-jacksonville-4?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=6BJP2G0L8fLw7mVQ12Nsyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
rdatJCVv7mAwj-AkPnlTyQ,EDdUT2Z-ROOFCZfZFbjMQg,p2fgej5vRBobLJbYJN2tsw,Paul C.,5,"I had a great detailer for last ten years,
but due to medical challenges he had to give it up; Hence I looked for a replacement and 
received five...",2024-06-04 12:47:47,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=rdatJCVv7mAwj-AkPnlTyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
y7o_vdqm4a7T5AxD_mDXnQ,EDdUT2Z-ROOFCZfZFbjMQg,azpmoKbhLEFP70GQJsigrA,Mark S.,5,"This guy is a hard worker he will do everything to produce the results you desire, the quality and value of his work is outstanding! You will never find a...",2024-09-13 17:43:48,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=y7o_vdqm4a7T5AxD_mDXnQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
x2u2SYK3tlygvAipbTBowg,EDdUT2Z-ROOFCZfZFbjMQg,NYutm-Yfyogx2dkH_nhw8Q,Rachel A.,5,Very responsive to all communication prior to the job. Timely. Hard worker who spent hours working on our very dirty truck. Went above with everything that...,2024-07-05 16:33:39,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=x2u2SYK3tlygvAipbTBowg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
OB_j_j_uhgHYLykCks9nQA,EDdUT2Z-ROOFCZfZFbjMQg,T8O8WqgEau9JJPhY2i36rg,Debbie R.,5,I reached out a few days ago via Yelp Projects to inquire about detailing options and Aaron quickly responded and answered all my questions. He texted me...,2024-06-05 13:22:02,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=OB_j_j_uhgHYLykCks9nQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
lUeWAJ6eJIDDCMRSAZm1Dw,EDdUT2Z-ROOFCZfZFbjMQg,tsJk2tAT1vaKpCJw7l5M-A,John R.,5,"Aaron ceramic coated and detailed my car when he lived on the west coast. My good was pretty bad and he got it all out. Very nice, and courteous and will...",2023-06-28 20:13:28,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=lUeWAJ6eJIDDCMRSAZm1Dw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
JOmox38qo6OvZ56TsqTefg,EDdUT2Z-ROOFCZfZFbjMQg,IxsbMxP95NE0hBnXPQ1WWg,Sanjiva G.,5,He was thorough and did an outstanding job!!  He's an honest professional. I will continue to have ongoing maintenance with him.,2024-06-25 13:34:42,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=JOmox38qo6OvZ56TsqTefg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
PCP8z6EOQee7z84X6FEs5Q,EDdUT2Z-ROOFCZfZFbjMQg,Mi34FC13q01WQ8iPdLw9Ng,Stephanie C.,5,"Great attention to detail and really brings things back to life! If you've got a car you love, that needs some TLC, Aaron is definitely your guy!",2023-06-29 05:54:57,https://www.yelp.com/biz/caldwell-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=PCP8z6EOQee7z84X6FEs5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
KmiJohGFcJ-MnAVIPgs7cQ,y9Uh042QzBZNlqYxD-c2XQ,mtjgR9QzigPbuairAInl2Q,Galina A.,5,My husband has been following chemical guys on social media for awhile and we finally decided to take a hike from orange park to this place to get a few...,2020-01-25 10:58:39,https://www.yelp.com/biz/detail-garage-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=KmiJohGFcJ-MnAVIPgs7cQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
