review_id,business_id,user_id,user_name,rating,text,time_created,url,sentimiento
00ZySj_zJv8kCH3Aq041YA,zFdCktZBLUAAuYTqlktWbg,-kLVfaJytOJY2-QdQoCcNQ,Christina G.,5,"The absolute best for mobile car detailing.

Roman is great at communication. It was a painless process to schedule and he followed up with text reminders...",2024-09-24 15:44:34,https://www.yelp.com/biz/roman-mobile-car-care-clearwater?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=00ZySj_zJv8kCH3Aq041YA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
GTgfjQyHeREsQ4bunQZEsw,zFdCktZBLUAAuYTqlktWbg,YT4rr9b040msSBMMcVDiVg,Sara M.,5,"Roman did an amazing job on my Kia. It was covered in scratches, and it looked 100 times better than the day I got it. I could not believe how great my car...",2025-03-02 07:06:48,https://www.yelp.com/biz/roman-mobile-car-care-clearwater?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=GTgfjQyHeREsQ4bunQZEsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
_lDwJp42EJ36831sTwSfBQ,zFdCktZBLUAAuYTqlktWbg,GzwpE9s8JBuljBibjDhrsw,Nicholas P.,5,"We have two toddlers who do quite the number on our cars and it had been quite some time since the car had been deep cleaned, so my expectations for what...",2025-05-10 13:45:15,https://www.yelp.com/biz/roman-mobile-car-care-clearwater?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=_lDwJp42EJ36831sTwSfBQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
pj0PHQH7m5o0EmACukSFtQ,zFdCktZBLUAAuYTqlktWbg,OUUaF7jceuIyjivFFRcFSg,C A.,5,"Roman was awesome. Very prompt and personal, fast and efficient. Setting up appointment was like speeding-bullet fast. I had a nasty carpet problem from a...",2025-06-11 20:12:48,https://www.yelp.com/biz/roman-mobile-car-care-clearwater?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=pj0PHQH7m5o0EmACukSFtQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
b_4DVNAF3x84xaGQ-kaw_A,CCB5h7sL5QAZ-AnujSOYhw,lOWkcnUC0YeO0Ovqt5W7cQ,Joanna G.,5,We found this company online while receiving quotes from several companies. We needed to have three wrap removals done for trucks retiring from the fleet....,2025-06-01 09:14:10,https://www.yelp.com/biz/detail-depot-clearwater-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=b_4DVNAF3x84xaGQ-kaw_A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
_zoqnceVtVIIuGnebKSoSw,CCB5h7sL5QAZ-AnujSOYhw,KI0iGocxwHVW6mUtBgxk-w,Cy H.,5,"Great mobile detail and fair price. Was happy with the service, and interior detail with shampoo was done in 2 hours. Would recommend this place, 5 stars!",2024-09-20 10:55:59,https://www.yelp.com/biz/detail-depot-clearwater-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=_zoqnceVtVIIuGnebKSoSw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
-HTnuUm1vuaGOieTBVT4bQ,CCB5h7sL5QAZ-AnujSOYhw,IsbcBKybJu19kYyuNC58aA,Claudia M.,4,"My wife did all the arrangements for getting our 12 year old Toyota Prius all nice and shiny and get the interior to as close to ""like new"" as we could get....",2022-05-21 04:38:22,https://www.yelp.com/biz/detail-depot-clearwater-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=-HTnuUm1vuaGOieTBVT4bQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
VgF-EBUjr6U1p58G73bsZQ,CCB5h7sL5QAZ-AnujSOYhw,pDTBQka0KmEijVZpv6VsMw,Richard M.,5,"Steven completed a full detail, inside and out, and he did a great job! My neighbors thought I bought a new car. I highly recommend Steven and will use...",2024-10-05 14:04:41,https://www.yelp.com/biz/detail-depot-clearwater-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=VgF-EBUjr6U1p58G73bsZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
D_BdTjzo-J9C80dg88SUpQ,CCB5h7sL5QAZ-AnujSOYhw,reJ7c2yq3f8dODMslzODUQ,Eugene K.,5,"Was on the fence about getting my car detailed before selling it.  So glad I did.  A couple hours after dropping my car off, Doug's team did an incredible...",2023-11-10 18:07:49,https://www.yelp.com/biz/detail-depot-clearwater-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=D_BdTjzo-J9C80dg88SUpQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
q9FCGtLLliGLyfV65KrKrQ,CCB5h7sL5QAZ-AnujSOYhw,zuxko8_92AUMkcIgyRJfiA,Kim Shaw E.,5,"Doug and team brought a beautiful, glass-like sheen to both my car and camper with their ceramic finish.  So happy!",2023-09-21 14:35:58,https://www.yelp.com/biz/detail-depot-clearwater-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=q9FCGtLLliGLyfV65KrKrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
mKt-lnJiO_TQQBhAR3WtdQ,CCB5h7sL5QAZ-AnujSOYhw,V97M5lyZA2D4yjei7h-jrw,Melanie K.,5,Detail Depot did an amazing job of cleaning off a year's worth of tree sap from my car. I had coworkers in my car this week and they were very complimentary...,2023-03-23 05:33:38,https://www.yelp.com/biz/detail-depot-clearwater-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=mKt-lnJiO_TQQBhAR3WtdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
jt2NHow7jXGMVP78SPPvLw,T8l8efvT8uKrNosRCOYx6A,QCfeHIqRMGHsYITifYUG3Q,Lynn B.,5,"My car flooded and had 3"" of water in it. I was going to file an insurance claim when my son-in-law told me to take it to Luxury Auto Spa. Brad took out the...",2024-09-09 16:20:29,https://www.yelp.com/biz/luxury-auto-spa-oldsmar?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=jt2NHow7jXGMVP78SPPvLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
twpv4MwSaC0-uoIaOUwifg,T8l8efvT8uKrNosRCOYx6A,wVHsgbi_q_1LAZJAYzPD3g,Len M.,5,Brought my GMC Yukon in for cleaning and ceramic coating. Yukon looks like new. They pay special attention to every scratch or nick. Would highly recommend...,2024-11-19 11:43:22,https://www.yelp.com/biz/luxury-auto-spa-oldsmar?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=twpv4MwSaC0-uoIaOUwifg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
WJWZ5xpEDZ7HAjZ0AxKGEw,T8l8efvT8uKrNosRCOYx6A,YphpAKvXJpGzcJEZFROnKA,Claudia W.,5,"While we are fortunate to have reclaimed water for irrigation, it wreaks havoc on our Subaru's finish when we don't move it in time. Brian and Bradley...",2022-12-23 08:01:39,https://www.yelp.com/biz/luxury-auto-spa-oldsmar?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=WJWZ5xpEDZ7HAjZ0AxKGEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
p2noc6pAEMsfsOti1pTwew,T8l8efvT8uKrNosRCOYx6A,2fXMXsERtDZEJRuDvBoq5Q,Abby R.,5,"Luxury Auto Spa came on time, although there was a bit of confusion regarding the time they were to come to me.  They look excellent care of both my...",2024-06-18 13:00:47,https://www.yelp.com/biz/luxury-auto-spa-oldsmar?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=p2noc6pAEMsfsOti1pTwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
Fm4U6D3FVbO_YMexKnGDGw,T8l8efvT8uKrNosRCOYx6A,ssJhiyNqD3Lg78TC35GLNQ,Peter B.,5,A recommendation from a friend sent me to Luxury Auto Spa.  I'm so glad I did.  My car looks better than factory-new.  Better still; I'm told future washing...,2021-01-24 11:54:25,https://www.yelp.com/biz/luxury-auto-spa-oldsmar?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=Fm4U6D3FVbO_YMexKnGDGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
rvRZQbc0-RQss3aQ8i91Ow,T8l8efvT8uKrNosRCOYx6A,a7jBRmXbkT34ubNzbVSHzQ,Joshua M.,5,"These guys are great! Went here to get a quote on having some scratches worked on, and getting the inside and outside cleaned prior to trading my vehicle...",2021-11-27 07:52:36,https://www.yelp.com/biz/luxury-auto-spa-oldsmar?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=rvRZQbc0-RQss3aQ8i91Ow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
59ElFY6hqsoZqnej4vbWeQ,T8l8efvT8uKrNosRCOYx6A,VSCP0NqQ5HUSJgm-UtUIoA,Gregory B.,5,My New F-150 got ceramic coated by them at Flammer Ford Costa was awesome and the truck looks incredible! better than 5 stars!,2023-08-12 11:45:03,https://www.yelp.com/biz/luxury-auto-spa-oldsmar?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=59ElFY6hqsoZqnej4vbWeQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
G7aUSSSG7H0BAmxTjjcqwg,sW4ULYISNTLJx6sHw6xC6g,Ze_3fPMI6xisi_yEMUBVGw,Jenna H.,5,"This is my second time using Dave's mobile detailing services. Both times he has been prompt, professional and goes above and beyond. My Tesla looks brand...",2024-03-01 22:35:18,https://www.yelp.com/biz/evolution-mobile-detailing-palmetto-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=G7aUSSSG7H0BAmxTjjcqwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
mj0pGyOp7gxjNpqqY5LpiQ,sW4ULYISNTLJx6sHw6xC6g,OsBG-u1GXzsUFp3v8Wvl3g,Tom V.,5,"Dave did a fantastic job on my girlfriend's Mustang today. The whole process was a breeze. Dave was very responsive with his pricing, checked in a day...",2023-08-09 13:11:39,https://www.yelp.com/biz/evolution-mobile-detailing-palmetto-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=mj0pGyOp7gxjNpqqY5LpiQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
5nPQKBtAMyrMeanmjT-lhQ,sW4ULYISNTLJx6sHw6xC6g,Up6wD5NxgTjwEmjlb8ED7w,Megan H.,5,If you're looking for mobile detailing or even just detailing I would recommend Dave. Super responsive and professional. Was very easy to book the service...,2023-09-28 08:01:42,https://www.yelp.com/biz/evolution-mobile-detailing-palmetto-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=5nPQKBtAMyrMeanmjT-lhQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
3t4ZH37VizA6qXqsUKDDBA,sW4ULYISNTLJx6sHw6xC6g,2pLK1rrm_1j4lw6bL0wnbQ,Sarah C.,5,Dave is extremely meticulous and professional.  We will be regular customers with Evolution...,2023-04-20 10:16:56,https://www.yelp.com/biz/evolution-mobile-detailing-palmetto-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=3t4ZH37VizA6qXqsUKDDBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
pcRZIo3C9PqKd9kdnwYMTA,sW4ULYISNTLJx6sHw6xC6g,8unAZ_Dcm5Y5fBwyKEDRYg,Kaytee B.,5,"Dave was accommodating to my schedule, took his time, and did a great job detailing the inside of my car that had some serious issues.  Extremely...",2022-08-30 09:17:15,https://www.yelp.com/biz/evolution-mobile-detailing-palmetto-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=pcRZIo3C9PqKd9kdnwYMTA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
9DVuZCunJULrfXCtRHyNKA,sW4ULYISNTLJx6sHw6xC6g,gCSe6FEau_NtzBdgAmRggA,Katie S.,5,"We had Dave come out and detail a few cars for the employees in our office and were very pleased! He made sure to go above and beyond for each car, paying...",2022-12-28 07:30:22,https://www.yelp.com/biz/evolution-mobile-detailing-palmetto-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=9DVuZCunJULrfXCtRHyNKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
zrkX5kRj8CGlTKKW1A528g,sW4ULYISNTLJx6sHw6xC6g,AbRFtBHXDnzTn4fayEjfSQ,JD K.,5,Dave was great very responsive.  Attention to detail was fantastic.  Did two of our cars in the same day. Week later and still look brand new.,2022-07-14 07:44:39,https://www.yelp.com/biz/evolution-mobile-detailing-palmetto-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=zrkX5kRj8CGlTKKW1A528g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
N4oTsapR6Bs7sFem-BlyqA,kd8Cc48oqsH7cg8eIqE2Ew,Sxgox9GWqN_6yA8qpLc9jQ,George R.,5,I can not make enough positive comments about the quality of Stu's car detailing.  My 12 year old Land Rover looks like it just came out of the showroom....,2025-04-21 14:18:37,https://www.yelp.com/biz/elite-car-care-auto-detailing-largo-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=N4oTsapR6Bs7sFem-BlyqA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
ox3xh_Luy7FEl1I6_XKfVQ,kd8Cc48oqsH7cg8eIqE2Ew,pjqI0hzReAfYOj7vcU30PQ,Katheryne P.,5,Stuart provides the best services. He tells you how it is and what your car needs. His prices are also affordable and fair compared to the competition in...,2024-03-06 08:36:42,https://www.yelp.com/biz/elite-car-care-auto-detailing-largo-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=ox3xh_Luy7FEl1I6_XKfVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
maOWGSuttwujWciVznLORQ,kd8Cc48oqsH7cg8eIqE2Ew,IsbcBKybJu19kYyuNC58aA,Claudia M.,5,"My father in law has this weird habit of needing the exterior of his truck to be clean, because a dirty exterior embarrasses him... dude should worry about...",2022-05-29 14:15:43,https://www.yelp.com/biz/elite-car-care-auto-detailing-largo-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=maOWGSuttwujWciVznLORQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,neutral
0MX2dcndoucneA5Z1Djg0g,kd8Cc48oqsH7cg8eIqE2Ew,bzXIvOdTdGcQp3jaEiLKnQ,Sheila P.,5,"Car looked new when I got it back-inside and outside!! The detailing was finished very quickly.
Highly recommend him",2023-03-06 19:35:23,https://www.yelp.com/biz/elite-car-care-auto-detailing-largo-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=0MX2dcndoucneA5Z1Djg0g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
1fNaRo2JYua62XvTQPzvMQ,kd8Cc48oqsH7cg8eIqE2Ew,JD3uEhijtqIJsTfWxIM6TQ,Kevin P.,5,"Great job! I've owned this car for 5 years. I bought it CPO in Arizona. I drove from AZ to FL in March 2021. Needless to say, there were a lot of chip and...",2021-06-22 17:27:45,https://www.yelp.com/biz/elite-car-care-auto-detailing-largo-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=1fNaRo2JYua62XvTQPzvMQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
yjgjKaOcgSKHm5tweIZ1lQ,kd8Cc48oqsH7cg8eIqE2Ew,A1sCGe-OfF0ggww5hT1k4Q,Belkys G.,5,"I love their work ! Fast and efficient. My car looks great
They are located on East bay dr
Making it easy to find.",2021-06-24 06:22:16,https://www.yelp.com/biz/elite-car-care-auto-detailing-largo-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=yjgjKaOcgSKHm5tweIZ1lQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
21X91433mVhp6VR6Oa_rRQ,kd8Cc48oqsH7cg8eIqE2Ew,LyOPFjh9YtF4tWc96k72mA,Rhonda M.,5,"Our suv is 6 months old but wanted a good wax job . Stu did a Great job!  Looks 100% better, didn't look that good when we bought it. 
 Will definitely take...",2020-03-24 10:24:02,https://www.yelp.com/biz/elite-car-care-auto-detailing-largo-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=21X91433mVhp6VR6Oa_rRQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
Bac0qOmSH9Bk0KmgfSxNjQ,VqZELPgz27CM8djAcPzqKA,dkkH_8QK0Jnn3MEMOq3HsQ,Michelle B.,5,I am so excited he called when I requested car detailing companies. Marcus was very professional and scheduled the service around my schedule. Great price...,2024-09-21 13:59:42,https://www.yelp.com/biz/mills-prime-shine-new-port-richey-9?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=Bac0qOmSH9Bk0KmgfSxNjQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
_Tg9atfCFkaZA9NxU3k3yg,h3H0sK4zwRfk-ooJg3PXLQ,RUhLoIkbssEpv7kY1OSxGg,Diana S.,5,"After recommendations from others who have used them, I brought my Corvette to CleanPro Automotive Detailing for full paint correction and lifetime warranty...",2022-01-03 11:31:28,https://www.yelp.com/biz/cleanpro-automotive-detailing-hudson?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=_Tg9atfCFkaZA9NxU3k3yg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
q0aX9EsURRC3d-iZIx16gA,h3H0sK4zwRfk-ooJg3PXLQ,pdTb1XlKoAkXDTPC0oz42Q,Tracie M.,5,"CleanPro Automotive Detailing was on time, courteous and professional and not to mention reasonably priced!  My car looks amazing and I'm thrilled to have a...",2020-09-01 07:17:40,https://www.yelp.com/biz/cleanpro-automotive-detailing-hudson?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=q0aX9EsURRC3d-iZIx16gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
75osjPOtEuquTME76fWOxg,h3H0sK4zwRfk-ooJg3PXLQ,-BYUokI34bxfAQB5f8visQ,Kateri R.,5,I had my car detailed today.  I had totally neglect my car and the surface felt like sandpaper.   I had the works.  It took less than two hours and my car...,2022-02-24 12:47:08,https://www.yelp.com/biz/cleanpro-automotive-detailing-hudson?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=75osjPOtEuquTME76fWOxg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
AGcrskduwGmt0mf38MwiKQ,h3H0sK4zwRfk-ooJg3PXLQ,5ei8R5yGI6m5GyFSev5few,Doug G.,5,I found this place on the internet. I brought my car to them to let them look at it and give me a estimate to have a ceramic coat put on. The guys suggested...,2020-12-19 07:49:41,https://www.yelp.com/biz/cleanpro-automotive-detailing-hudson?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&hrid=AGcrskduwGmt0mf38MwiKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,positivo
