business_id,name,address,city,state,zip_code,phone,categories,rating,review_count,price,latitude,longitude,url,source_city_query,source_variant,source_sort_by
GnCFDB24PfioGRoPrBppyQ,College Auto Detailing,"Saint Johns, FL 32259",Saint Johns,FL,32259,(904) 671-5083,"Auto Detailing, Car Wash",0.0,0,,30.08989525,-81.58752441,https://www.yelp.com/biz/college-auto-detailing-saint-johns-4?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
KaVG3G3HoMHQ93YMgSXNCg,Car Guys,"12911 N Main St Jacksonville, FL 32218",Jacksonville,FL,32218,(904) 520-3501,"Auto Detailing, Pressure Washers, Carpet Cleaning",0.0,0,,30.47119412445089,-81.6309107,https://www.yelp.com/biz/car-guys-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
y9Uh042QzBZNlqYxD-c2XQ,Detail Garage,"9390 Arlington Expy Jacksonville, FL 32225",Jacksonville,FL,32225,(904) 374-0341,"Auto Detailing, Auto Parts & Supplies",4.7,14,,30.32116900753755,-81.5549696919526,https://www.yelp.com/biz/detail-garage-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
4JhuLqZWoQRtSXiMYks7hg,Holy Cleanse Car Detailing,"Jacksonville, FL 32207",Jacksonville,FL,32207,(904) 497-1725,"Car Wash, Auto Detailing",1.0,1,,30.29,-81.639959,https://www.yelp.com/biz/holy-cleanse-car-detailing-jacksonville-3?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
PvbsvpgBYrLd75nvnDxAIg,Gorilla Squad Mobile Detailing,"Jacksonville, FL 32247",Jacksonville,FL,32247,(844) 672-2792,"Auto Detailing, Car Wash",5.0,4,,30.29363,-81.62711,https://www.yelp.com/biz/gorilla-squad-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
M1B-ivS8qerSYmYcvSgCFQ,Personal Touch,"1287 Lane Ave S Jacksonville, FL 32205",Jacksonville,FL,32205,(904) 982-5919,"Auto Detailing, Car Wash",0.0,0,,30.29989,-81.75133,https://www.yelp.com/biz/personal-touch-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
ecjZ7yTEuFuyZJxN43mBgA,Drop N Detail,"1867 Caravan Trl St 109 Jacksonville, FL 32216",Jacksonville,FL,32216,(904) 704-3730,"Auto Detailing, Vehicle Wraps",5.0,5,,30.31275740445143,-81.56320619775225,https://www.yelp.com/biz/drop-n-detail-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
T-tL_KlPaxS5uJjYzvxAkw,Deluxe Detailing,"Jacksonville, FL 32246",Jacksonville,FL,32246,(716) 345-1363,"Auto Detailing, Car Wash",5.0,2,,30.293985786624383,-81.51797413234574,https://www.yelp.com/biz/deluxe-detailing-jacksonville-21?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
-DC70f_hshRdgKW7JER7Xw,Hollywood Mobile Detailing,"Jacksonville, FL 32256",Jacksonville,FL,32256,(305) 731-6530,"Auto Detailing, Car Wash",4.3,7,,30.22184,-81.55233,https://www.yelp.com/biz/hollywood-mobile-detailing-jacksonville-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
yABG-sgcdMAdoRG2iMGVUg,Auto Preservation,"10417-1 Beach Blvd Jacksonville, FL 32246",Jacksonville,FL,32246,(904) 642-7788,"Car Wash, Auto Detailing",4.4,13,,30.2875099,-81.5433197,https://www.yelp.com/biz/auto-preservation-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
tx-MOW8oov5ePgagPLeWkg,J & J Mobile Detailing,"576 E Kesley Ln Saint Johns Jacksonville, FL 32259",Jacksonville,FL,32259,(904) 200-3468,"Auto Detailing, Car Wash",5.0,3,,30.118776,-81.578697,https://www.yelp.com/biz/j-and-j-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
sAP03eSjDoQUi49V48QjMQ,Move Auto Detail,"3405 W Dr Martin Luther King Jr Blvd Tampa, FL 32609",Tampa,FL,32609,(904) 753-7669,"Auto Detailing, Car Wash",5.0,1,,30.295597852049397,-81.74301,https://www.yelp.com/biz/move-auto-detail-tampa?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
t6ZW-uZsOiOxAd5G84KFyg,Ceramic Pro Duval,"445 Tresca Rd Unit 305 Jacksonville, FL 32225",Jacksonville,FL,32225,(904) 671-4888,"Auto Detailing, Car Window Tinting, Auto Customization",4.5,15,,30.329153,-81.538196,https://www.yelp.com/biz/ceramic-pro-duval-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
YwitrYoZBayKPDr5UhyiGg,Firehouse Auto Spa,"2375 St Johns Bluff S Ste 304 Jacksonville, FL 32246",Jacksonville,FL,32246,(904) 803-1027,"Car Wash, Auto Detailing",4.7,29,,30.3048244,-81.524948,https://www.yelp.com/biz/firehouse-auto-spa-jacksonville-3?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
rKcKDXUivvCvVEBsSyBaxA,Clean & Shine Mobile Detailing,"206 Park Ave Orange Park, FL 32073",Orange Park,FL,32073,(904) 579-3674,"Auto Detailing, Car Wash, Carpet Cleaning",5.0,1,,30.18773,-81.70322,https://www.yelp.com/biz/clean-and-shine-mobile-detailing-orange-park?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
tvO8s1R6BwMDxrw1GvSy7g,Clark's Mobile Auto Detail,"Jacksonville, FL 32223",Jacksonville,FL,32223,(904) 591-1376,"Auto Detailing, Car Wash",5.0,2,,30.154886,-81.648153,https://www.yelp.com/biz/clarks-mobile-auto-detail-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
c9lpWKKQo7Pm6QQAGxN3nw,J Wash R Detailing,"2409 Lake Shore Blvd Jacksonville, FL 32210",Jacksonville,FL,32210,(904) 571-2689,Auto Detailing,5.0,4,,30.27533417,-81.73175567,https://www.yelp.com/biz/j-wash-r-detailing-jacksonville-3?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
tOTTa2sFkSUlcxifmX589A,Maxx Perfection Detailing,"10142 103rd St Jacksonville, FL 32210",Jacksonville,FL,32210,(904) 608-9621,Auto Detailing,5.0,3,,30.246462,-81.8263166,https://www.yelp.com/biz/maxx-perfection-detailing-jacksonville-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
vLD4mcdVPm_TtAe0tkQNQA,Veteran Mobile Auto Detail,"Glendale Ln Orange Park, FL 32065",Orange Park,FL,32065,(904) 495-6907,"Auto Detailing, Car Wash",5.0,3,,30.178636107285,-81.8531988599209,https://www.yelp.com/biz/veteran-mobile-auto-detail-orange-park?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
t91fQndAw0QyoKOrRGCJ_A,Whistle Express Car Wash,"12472 San Jose Blvd Jacksonville, FL 32223",Jacksonville,FL,32223,(904) 383-4867,Car Wash,4.3,48,,30.141848,-81.63316,https://www.yelp.com/biz/whistle-express-car-wash-jacksonville-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
3odQexLsCyWDnrIu2JFfdA,El Cheapo Mobile Boat Detailing,"4864 Catherine Ter Jacksonville, FL 32205",Jacksonville,FL,32205,(904) 716-9268,Auto Detailing,5.0,2,,30.302212678943484,-81.73026511165689,https://www.yelp.com/biz/el-cheapo-mobile-boat-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
e9pLeP7RN8Dgp16plHViCQ,Ceramic Pro Jacksonville,"14476 Duval Pl W Ste 702 Jacksonville, FL 32218",Jacksonville,FL,32218,(904) 515-6464,Auto Detailing,4.3,4,,30.472653,-81.650489,https://www.yelp.com/biz/ceramic-pro-jacksonville-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
C3iUO9qG_dofwRrgFcUZSg,Q’s spotless Detailing,"St. John’s, FL 32259",St. John’s,FL,32259,(210) 445-9473,Auto Detailing,5.0,1,,30.075857,-81.587246,https://www.yelp.com/biz/q-s-spotless-detailing-st-john-s-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
Ghr4yWiV7-FfPagJ6y5aFw,Ponte Vedra Auto Detailing,"Ponte Vedra, FL 32082",Ponte Vedra,FL,32082,(904) 567-6550,"Auto Detailing, Mobile Dent Repair",5.0,3,,30.2260494232178,-81.3863830566406,https://www.yelp.com/biz/ponte-vedra-auto-detailing-ponte-vedra?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
6Y93BXoHGupN-fPMHcHHdQ,Es Mobile Car Detailing,"Jacksonville, FL 32217",Jacksonville,FL,32217,(904) 557-1984,"Car Wash, Auto Detailing",5.0,4,,30.239196,-81.627237,https://www.yelp.com/biz/es-mobile-car-detailing-jacksonville-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
_KrDIZLM6I5UMCVlEG5l1w,Cool Conceptz,"11215 St John's Industrial Pkwy N Unit 5 Jacksonville, FL 32246",Jacksonville,FL,32246,(904) 755-5176,"Auto Detailing, Auto Customization, Vehicle Wraps",4.5,8,,30.281864474505493,-81.52938321021584,https://www.yelp.com/biz/cool-conceptz-jacksonville-3?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
ky2v6kNsWrbXYJFO5Ml2rg,Clean Slate Auto Detailing,"16 Donner Rd Atlantic Beach, FL 32233",Atlantic Beach,FL,32233,(904) 200-7110,"Auto Detailing, Car Wash",5.0,1,,30.33531945371685,-81.4145556,https://www.yelp.com/biz/clean-slate-auto-detailing-atlantic-beach?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
WO6R8_OG69Gu7VQwOROmQw,Pit Speed Auto Detailing,"1105 East 21st St Jacksonville, FL 32206",Jacksonville,FL,32206,(904) 600-0674,"Auto Detailing, Car Wash, Car Window Tinting",4.0,24,,30.357605972676357,-81.6409362,https://www.yelp.com/biz/pit-speed-auto-detailing-jacksonville-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
5af7285x0_q7ZjctAg-okA,Prime Car Wash,"14190 Beach Blvd Jacksonville, FL 32250",Jacksonville,FL,32250,(904) 619-8099,"Car Wash, Auto Detailing",3.8,89,,30.287407,-81.442285,https://www.yelp.com/biz/prime-car-wash-jacksonville-4?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
68UOdliWTOyTmbijv-eLCw,Auto Detailing of America,"10263 Whispering Forest Dr Jacksonville, FL 32257",Jacksonville,FL,32257,(904) 250-3593,"Car Wash, Auto Detailing",4.6,8,,30.18970209029498,-81.60517294980691,https://www.yelp.com/biz/auto-detailing-of-america-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
DZ-b1AjZ-OE1DSlU-vvr5A,JJ&J Mobile Car Detailing,"Jacksonville, FL 32209",Jacksonville,FL,32209,(904) 924-4894,Auto Detailing,5.0,1,,30.36104310399437,-81.69549944924425,https://www.yelp.com/biz/jj-and-j-mobile-car-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
ZxIYxccREEX1h7FWDOnJBw,Greg The Detail Doctor,"830-13 A1A Ste 161 Ponte Vedra, FL 32082",Ponte Vedra,FL,32082,(864) 504-7278,Auto Detailing,5.0,2,,30.198074800654183,-81.38147841349009,https://www.yelp.com/biz/greg-the-detail-doctor-ponte-vedra?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
z3xQQhr7vbhfUWPA6e_CxA,ATD Detailing,"Jacksonville, FL 32225",Jacksonville,FL,32225,(904) 649-8173,"Auto Detailing, Car Wash",5.0,2,,30.3575,-81.506024,https://www.yelp.com/biz/atd-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
6_dkPQbKNZcBJivm6uxy4Q,Kevin's Mobile Detail Service,"Jacksonville, FL 32210",Jacksonville,FL,32210,(904) 305-3677,Auto Detailing,5.0,1,,30.2576076250528,-81.5528705343604,https://www.yelp.com/biz/kevins-mobile-detail-service-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
QozyfPt5Ctxv0t9mz_ZL8A,All Service Detailing,"Orange Park, FL 32073",Orange Park,FL,32073,(904) 699-2551,Auto Detailing,4.4,5,,30.16589,-81.70398,https://www.yelp.com/biz/all-service-detailing-orange-park?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
IdK53OgI7QxsYYqGomsuTg,Angels Mobile Car Wash & Detailing,"Jacksonville, FL 32244",Jacksonville,FL,32244,(904) 536-3047,"Auto Detailing, Car Wash",5.0,8,,30.21791810154189,-81.75348281570466,https://www.yelp.com/biz/angels-mobile-car-wash-and-detailing-jacksonville-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
8elRdpqrOzcELZrj2PjoJQ,Car Spa,"9715 Atlantic Boulevard Jacksonville, FL 32225",Jacksonville,FL,32225,(904) 724-5700,"Car Wash, Auto Detailing, Oil Change Stations",2.9,208,,30.322632094599896,-81.54621363177729,https://www.yelp.com/biz/car-spa-jacksonville-5?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
XITmqdACNpIJ3f3VkSxUCA,The Detailing Pros JAX,"Jacksonville, FL 32258",Jacksonville,FL,32258,(904) 962-6552,Auto Detailing,5.0,2,,30.1491451263428,-81.5920333862305,https://www.yelp.com/biz/the-detailing-pros-jax-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
RfDrGx1UnHwIUs9XZipMXw,San Marco Suds,"1906 Promenade Way Jacksonville, FL 32207",Jacksonville,FL,32207,(719) 659-8806,Auto Detailing,0.0,0,,30.30165,-81.64518,https://www.yelp.com/biz/san-marco-suds-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
vldSo3jGfev-5Xh34uRtWw,Watch It Sparkle Mobile Detailing,"9838 Old Baymeadows Rd Jacksonville, FL 32256",Jacksonville,FL,32256,(904) 708-4574,Auto Detailing,3.7,3,,30.2207013,-81.5556136,https://www.yelp.com/biz/watch-it-sparkle-auto-mobile-detailing-jacksonville?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Jacksonville,term=car detailing,best_match
ZallmM4QBtzGDOsC_DjnCQ,JP's Mobile Car Wash,"Miami, FL 33166",Miami,FL,33166,(305) 332-0194,"Auto Detailing, Car Wash",4.5,186,,25.828607,-80.316545,https://www.yelp.com/biz/jps-mobile-car-wash-miami-2?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Miami,term=car detailing,best_match
cVGVEznOrpVMiK8-SizOuw,Elite Auto Spa,"9090 S Dadeland Blvd Pinecrest, FL 33156",Pinecrest,FL,33156,(786) 738-4965,"Car Wash, Auto Detailing",5.0,1,,25.685888,-80.313756,https://www.yelp.com/biz/elite-auto-spa-pinecrest?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Miami,term=car detailing,best_match
ha2pD6QrKTxIu8vzSHlgsg,Detail Express,"1341 NW 20th St Miami, FL 33142",Miami,FL,33142,(786) 353-2311,"Auto Detailing, Car Wash",4.6,14,,25.7951972335132,-80.2180511131883,https://www.yelp.com/biz/detail-express-miami-8?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Miami,term=car detailing,best_match
_za9rBnRYDJ7yXmFJhcJYA,High End Detail,"11801 SW 144th Ct Unit 5 Miami, FL 33186",Miami,FL,33186,(305) 484-9747,"Auto Detailing, Car Window Tinting",4.9,151,,25.65731459315016,-80.42813451165668,https://www.yelp.com/biz/high-end-detail-miami-6?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Miami,term=car detailing,best_match
9je3LHt5XCfmYfaoeXPbQA,Miami Detailing,"Miami, FL 33186",Miami,FL,33186,(786) 620-9990,Auto Detailing,5.0,3,,25.655475,-80.410477,https://www.yelp.com/biz/miami-detailing-miami-3?adjust_creative=3Vjjfzi-KamsmIGS_ogwEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3Vjjfzi-KamsmIGS_ogwEQ,Miami,term=car detailing,best_match
